Linje,Påstigende,date
33,4824,29/04/2022 00:00
34,5113,29/04/2022 00:00
35,262,29/04/2022 00:00
36,285,29/04/2022 00:00
40,2794,29/04/2022 00:00
42,7479,29/04/2022 00:00
43,344,29/04/2022 00:00
44,89,29/04/2022 00:00
20,5112,30/04/2022 00:00
24,4036,30/04/2022 00:00
26,2616,30/04/2022 00:00
28,4984,30/04/2022 00:00
33,2759,30/04/2022 00:00
34,2792,30/04/2022 00:00
40,2054,30/04/2022 00:00
42,5415,30/04/2022 00:00
20,2197,01/05/2022 00:00
24,1594,01/05/2022 00:00
26,1297,01/05/2022 00:00
28,1536,01/05/2022 00:00
33,1247,01/05/2022 00:00
34,1085,01/05/2022 00:00
40,1168,01/05/2022 00:00
42,2243,01/05/2022 00:00
20,6794,02/05/2022 00:00
21,543,02/05/2022 00:00
22,357,02/05/2022 00:00
23,281,02/05/2022 00:00
24,6271,02/05/2022 00:00
26,3193,02/05/2022 00:00
27,246,02/05/2022 00:00
28,5020,02/05/2022 00:00
29,182,02/05/2022 00:00
31,145,02/05/2022 00:00
32,209,02/05/2022 00:00
33,4698,02/05/2022 00:00
34,5111,02/05/2022 00:00
35,306,02/05/2022 00:00
36,372,02/05/2022 00:00
40,2038,02/05/2022 00:00
42,6415,02/05/2022 00:00
43,365,02/05/2022 00:00
44,111,02/05/2022 00:00
20,7119,03/05/2022 00:00
21,534,03/05/2022 00:00
22,352,03/05/2022 00:00
23,297,03/05/2022 00:00
24,5901,03/05/2022 00:00
26,3325,03/05/2022 00:00
27,276,03/05/2022 00:00
28,5181,03/05/2022 00:00
29,181,03/05/2022 00:00
31,165,03/05/2022 00:00
32,202,03/05/2022 00:00
33,4784,03/05/2022 00:00
34,5048,03/05/2022 00:00
35,308,03/05/2022 00:00
36,342,03/05/2022 00:00
40,1962,03/05/2022 00:00
42,6411,03/05/2022 00:00
43,419,03/05/2022 00:00
44,106,03/05/2022 00:00
20,7165,04/05/2022 00:00
21,504,04/05/2022 00:00
22,349,04/05/2022 00:00
23,290,04/05/2022 00:00
24,6247,04/05/2022 00:00
26,3352,04/05/2022 00:00
27,211,04/05/2022 00:00
28,5114,04/05/2022 00:00
29,174,04/05/2022 00:00
31,160,04/05/2022 00:00
32,180,04/05/2022 00:00
33,4540,04/05/2022 00:00
34,5135,04/05/2022 00:00
35,314,04/05/2022 00:00
36,321,04/05/2022 00:00
40,1929,04/05/2022 00:00
42,6491,04/05/2022 00:00
43,402,04/05/2022 00:00
44,99,04/05/2022 00:00
20,6824,05/05/2022 00:00
21,538,05/05/2022 00:00
22,331,05/05/2022 00:00
23,270,05/05/2022 00:00
24,6063,05/05/2022 00:00
26,3191,05/05/2022 00:00
27,218,05/05/2022 00:00
28,4845,05/05/2022 00:00
29,183,05/05/2022 00:00
31,166,05/05/2022 00:00
32,174,05/05/2022 00:00
33,4622,05/05/2022 00:00
34,4781,05/05/2022 00:00
35,289,05/05/2022 00:00
36,310,05/05/2022 00:00
40,1982,05/05/2022 00:00
42,6714,05/05/2022 00:00
43,360,05/05/2022 00:00
44,98,05/05/2022 00:00
20,7036,06/05/2022 00:00
21,427,06/05/2022 00:00
22,307,06/05/2022 00:00
23,225,06/05/2022 00:00
24,6326,06/05/2022 00:00
26,3363,06/05/2022 00:00
27,189,06/05/2022 00:00
28,5423,06/05/2022 00:00
29,152,06/05/2022 00:00
31,127,06/05/2022 00:00
32,120,06/05/2022 00:00
33,4671,06/05/2022 00:00
34,5110,06/05/2022 00:00
35,245,06/05/2022 00:00
36,280,06/05/2022 00:00
40,2052,06/05/2022 00:00
42,7089,06/05/2022 00:00
43,290,06/05/2022 00:00
44,82,06/05/2022 00:00
20,4429,07/05/2022 00:00
24,3215,07/05/2022 00:00
26,2385,07/05/2022 00:00
28,4352,07/05/2022 00:00
33,2735,07/05/2022 00:00
34,2728,07/05/2022 00:00
40,1287,07/05/2022 00:00
42,4299,07/05/2022 00:00
20,2292,08/05/2022 00:00
24,1784,08/05/2022 00:00
26,1164,08/05/2022 00:00
28,1463,08/05/2022 00:00
33,1303,08/05/2022 00:00
34,1325,08/05/2022 00:00
40,984,08/05/2022 00:00
42,2081,08/05/2022 00:00
20,6798,09/05/2022 00:00
21,566,09/05/2022 00:00
22,366,09/05/2022 00:00
23,283,09/05/2022 00:00
24,5891,09/05/2022 00:00
26,3080,09/05/2022 00:00
27,278,09/05/2022 00:00
28,4360,09/05/2022 00:00
29,176,09/05/2022 00:00
31,139,09/05/2022 00:00
32,184,09/05/2022 00:00
33,4545,09/05/2022 00:00
34,4987,09/05/2022 00:00
35,298,09/05/2022 00:00
36,355,09/05/2022 00:00
40,1841,09/05/2022 00:00
42,6369,09/05/2022 00:00
43,362,09/05/2022 00:00
44,100,09/05/2022 00:00
20,6965,10/05/2022 00:00
21,473,10/05/2022 00:00
22,357,10/05/2022 00:00
23,286,10/05/2022 00:00
24,5862,10/05/2022 00:00
26,3131,10/05/2022 00:00
27,238,10/05/2022 00:00
28,5001,10/05/2022 00:00
29,157,10/05/2022 00:00
31,161,10/05/2022 00:00
32,175,10/05/2022 00:00
33,4702,10/05/2022 00:00
34,5052,10/05/2022 00:00
35,315,10/05/2022 00:00
36,335,10/05/2022 00:00
40,1908,10/05/2022 00:00
42,6206,10/05/2022 00:00
43,338,10/05/2022 00:00
44,92,10/05/2022 00:00
20,6884,11/05/2022 00:00
21,458,11/05/2022 00:00
22,323,11/05/2022 00:00
23,288,11/05/2022 00:00
24,5898,11/05/2022 00:00
26,3062,11/05/2022 00:00
27,239,11/05/2022 00:00
28,4783,11/05/2022 00:00
29,164,11/05/2022 00:00
31,165,11/05/2022 00:00
32,157,11/05/2022 00:00
33,4458,11/05/2022 00:00
34,4872,11/05/2022 00:00
35,290,11/05/2022 00:00
36,307,11/05/2022 00:00
40,1819,11/05/2022 00:00
42,6405,11/05/2022 00:00
43,385,11/05/2022 00:00
44,74,11/05/2022 00:00
20,6596,12/05/2022 00:00
21,517,12/05/2022 00:00
22,265,12/05/2022 00:00
23,258,12/05/2022 00:00
24,5795,12/05/2022 00:00
26,3219,12/05/2022 00:00
27,221,12/05/2022 00:00
28,5066,12/05/2022 00:00
29,171,12/05/2022 00:00
31,142,12/05/2022 00:00
32,146,12/05/2022 00:00
33,4590,12/05/2022 00:00
34,4924,12/05/2022 00:00
35,254,12/05/2022 00:00
36,252,12/05/2022 00:00
40,1932,12/05/2022 00:00
42,6609,12/05/2022 00:00
43,353,12/05/2022 00:00
44,91,12/05/2022 00:00
20,6514,13/05/2022 00:00
21,396,13/05/2022 00:00
22,269,13/05/2022 00:00
23,192,13/05/2022 00:00
24,6398,13/05/2022 00:00
26,3383,13/05/2022 00:00
27,189,13/05/2022 00:00
28,5239,13/05/2022 00:00
29,128,13/05/2022 00:00
31,139,13/05/2022 00:00
32,112,13/05/2022 00:00
33,4562,13/05/2022 00:00
34,4856,13/05/2022 00:00
35,225,13/05/2022 00:00
36,264,13/05/2022 00:00
40,2025,13/05/2022 00:00
42,6888,13/05/2022 00:00
43,291,13/05/2022 00:00
44,66,13/05/2022 00:00
20,4516,14/05/2022 00:00
24,3467,14/05/2022 00:00
26,2573,14/05/2022 00:00
28,4531,14/05/2022 00:00
33,2888,14/05/2022 00:00
34,2911,14/05/2022 00:00
40,1425,14/05/2022 00:00
42,4775,14/05/2022 00:00
20,2055,15/05/2022 00:00
24,1702,15/05/2022 00:00
26,1201,15/05/2022 00:00
28,1585,15/05/2022 00:00
33,1198,15/05/2022 00:00
34,1329,15/05/2022 00:00
40,791,15/05/2022 00:00
42,2054,15/05/2022 00:00
20,5312,16/05/2022 00:00
21,316,16/05/2022 00:00
22,181,16/05/2022 00:00
23,167,16/05/2022 00:00
24,5343,16/05/2022 00:00
26,3184,16/05/2022 00:00
27,147,16/05/2022 00:00
28,4447,16/05/2022 00:00
29,129,16/05/2022 00:00
31,88,16/05/2022 00:00
32,115,16/05/2022 00:00
33,4319,16/05/2022 00:00
34,4564,16/05/2022 00:00
35,162,16/05/2022 00:00
36,208,16/05/2022 00:00
40,1768,16/05/2022 00:00
42,6288,16/05/2022 00:00
43,232,16/05/2022 00:00
44,58,16/05/2022 00:00
20,6102,17/05/2022 00:00
24,3238,17/05/2022 00:00
26,2643,17/05/2022 00:00
28,5148,17/05/2022 00:00
33,2024,17/05/2022 00:00
34,2363,17/05/2022 00:00
40,1676,17/05/2022 00:00
42,4468,17/05/2022 00:00
20,5975,18/05/2022 00:00
21,377,18/05/2022 00:00
22,317,18/05/2022 00:00
23,248,18/05/2022 00:00
24,5810,18/05/2022 00:00
26,2945,18/05/2022 00:00
27,177,18/05/2022 00:00
28,4374,18/05/2022 00:00
29,167,18/05/2022 00:00
31,115,18/05/2022 00:00
32,138,18/05/2022 00:00
33,4072,18/05/2022 00:00
34,4361,18/05/2022 00:00
35,233,18/05/2022 00:00
36,240,18/05/2022 00:00
40,1750,18/05/2022 00:00
42,6301,18/05/2022 00:00
43,322,18/05/2022 00:00
44,90,18/05/2022 00:00
20,6303,19/05/2022 00:00
21,368,19/05/2022 00:00
22,320,19/05/2022 00:00
23,271,19/05/2022 00:00
24,6120,19/05/2022 00:00
26,3013,19/05/2022 00:00
27,196,19/05/2022 00:00
28,4816,19/05/2022 00:00
29,167,19/05/2022 00:00
31,131,19/05/2022 00:00
32,145,19/05/2022 00:00
33,4180,19/05/2022 00:00
34,4469,19/05/2022 00:00
35,231,19/05/2022 00:00
36,262,19/05/2022 00:00
40,1840,19/05/2022 00:00
42,6466,19/05/2022 00:00
43,319,19/05/2022 00:00
44,89,19/05/2022 00:00
20,6472,20/05/2022 00:00
21,360,20/05/2022 00:00
22,252,20/05/2022 00:00
23,217,20/05/2022 00:00
24,6226,20/05/2022 00:00
26,3210,20/05/2022 00:00
27,189,20/05/2022 00:00
28,4923,20/05/2022 00:00
29,137,20/05/2022 00:00
31,113,20/05/2022 00:00
32,105,20/05/2022 00:00
33,4623,20/05/2022 00:00
34,4844,20/05/2022 00:00
35,201,20/05/2022 00:00
36,230,20/05/2022 00:00
40,1897,20/05/2022 00:00
42,6988,20/05/2022 00:00
43,308,20/05/2022 00:00
44,69,20/05/2022 00:00
20,4150,21/05/2022 00:00
24,3014,21/05/2022 00:00
26,2109,21/05/2022 00:00
28,3610,21/05/2022 00:00
33,2449,21/05/2022 00:00
34,2534,21/05/2022 00:00
40,1269,21/05/2022 00:00
42,4181,21/05/2022 00:00
20,2297,22/05/2022 00:00
24,1432,22/05/2022 00:00
26,1223,22/05/2022 00:00
28,1489,22/05/2022 00:00
33,1308,22/05/2022 00:00
34,1471,22/05/2022 00:00
40,960,22/05/2022 00:00
42,2295,22/05/2022 00:00
20,6350,23/05/2022 00:00
21,471,23/05/2022 00:00
22,311,23/05/2022 00:00
23,267,23/05/2022 00:00
24,6065,23/05/2022 00:00
26,3015,23/05/2022 00:00
27,196,23/05/2022 00:00
28,4921,23/05/2022 00:00
29,164,23/05/2022 00:00
31,123,23/05/2022 00:00
32,137,23/05/2022 00:00
33,4542,23/05/2022 00:00
34,4925,23/05/2022 00:00
35,220,23/05/2022 00:00
36,232,23/05/2022 00:00
40,1770,23/05/2022 00:00
42,6830,23/05/2022 00:00
43,277,23/05/2022 00:00
44,88,23/05/2022 00:00
20,6059,24/05/2022 00:00
21,393,24/05/2022 00:00
22,313,24/05/2022 00:00
23,240,24/05/2022 00:00
24,5894,24/05/2022 00:00
26,2953,24/05/2022 00:00
27,209,24/05/2022 00:00
28,4823,24/05/2022 00:00
29,154,24/05/2022 00:00
31,116,24/05/2022 00:00
32,151,24/05/2022 00:00
33,4125,24/05/2022 00:00
34,4623,24/05/2022 00:00
35,202,24/05/2022 00:00
36,266,24/05/2022 00:00
40,1808,24/05/2022 00:00
42,6193,24/05/2022 00:00
43,292,24/05/2022 00:00
44,68,24/05/2022 00:00
20,6481,25/05/2022 00:00
21,314,25/05/2022 00:00
22,276,25/05/2022 00:00
23,192,25/05/2022 00:00
24,6367,25/05/2022 00:00
26,3406,25/05/2022 00:00
27,191,25/05/2022 00:00
28,4760,25/05/2022 00:00
29,132,25/05/2022 00:00
31,100,25/05/2022 00:00
32,125,25/05/2022 00:00
33,5160,25/05/2022 00:00
34,5507,25/05/2022 00:00
35,185,25/05/2022 00:00
36,214,25/05/2022 00:00
40,1846,25/05/2022 00:00
42,7217,25/05/2022 00:00
43,300,25/05/2022 00:00
44,86,25/05/2022 00:00
20,2794,26/05/2022 00:00
24,1791,26/05/2022 00:00
26,1655,26/05/2022 00:00
28,1994,26/05/2022 00:00
33,2026,26/05/2022 00:00
34,2434,26/05/2022 00:00
40,1263,26/05/2022 00:00
42,2439,26/05/2022 00:00
20,4836,27/05/2022 00:00
21,266,27/05/2022 00:00
22,127,27/05/2022 00:00
23,150,27/05/2022 00:00
24,4997,27/05/2022 00:00
26,2833,27/05/2022 00:00
27,109,27/05/2022 00:00
28,4505,27/05/2022 00:00
29,84,27/05/2022 00:00
31,80,27/05/2022 00:00
32,65,27/05/2022 00:00
33,3594,27/05/2022 00:00
34,3969,27/05/2022 00:00
35,97,27/05/2022 00:00
36,179,27/05/2022 00:00
40,1695,27/05/2022 00:00
42,5910,27/05/2022 00:00
43,122,27/05/2022 00:00
44,33,27/05/2022 00:00
20,4255,28/05/2022 00:00
24,3044,28/05/2022 00:00
26,2370,28/05/2022 00:00
28,4031,28/05/2022 00:00
33,2656,28/05/2022 00:00
34,2702,28/05/2022 00:00
40,1339,28/05/2022 00:00
42,4308,28/05/2022 00:00
20,2055,29/05/2022 00:00
24,1765,29/05/2022 00:00
26,1501,29/05/2022 00:00
28,1448,29/05/2022 00:00
33,1246,29/05/2022 00:00
34,1410,29/05/2022 00:00
40,1108,29/05/2022 00:00
42,2421,29/05/2022 00:00
20,5943,30/05/2022 00:00
21,415,30/05/2022 00:00
22,278,30/05/2022 00:00
23,237,30/05/2022 00:00
24,5891,30/05/2022 00:00
26,2959,30/05/2022 00:00
27,184,30/05/2022 00:00
28,4820,30/05/2022 00:00
29,144,30/05/2022 00:00
31,90,30/05/2022 00:00
32,111,30/05/2022 00:00
33,5054,30/05/2022 00:00
34,5165,30/05/2022 00:00
35,191,30/05/2022 00:00
36,193,30/05/2022 00:00
40,1939,30/05/2022 00:00
42,6495,30/05/2022 00:00
43,280,30/05/2022 00:00
44,62,30/05/2022 00:00
20,6104,31/05/2022 00:00
21,389,31/05/2022 00:00
22,263,31/05/2022 00:00
23,233,31/05/2022 00:00
24,5500,31/05/2022 00:00
26,3180,31/05/2022 00:00
27,165,31/05/2022 00:00
28,4838,31/05/2022 00:00
29,140,31/05/2022 00:00
31,96,31/05/2022 00:00
32,108,31/05/2022 00:00
33,4936,31/05/2022 00:00
34,5404,31/05/2022 00:00
35,182,31/05/2022 00:00
36,207,31/05/2022 00:00
40,1695,31/05/2022 00:00
42,6798,31/05/2022 00:00
43,301,31/05/2022 00:00
44,77,31/05/2022 00:00
20,6041,01/06/2022 00:00
21,336,01/06/2022 00:00
22,245,01/06/2022 00:00
23,224,01/06/2022 00:00
24,6035,01/06/2022 00:00
26,3024,01/06/2022 00:00
27,130,01/06/2022 00:00
28,5140,01/06/2022 00:00
29,117,01/06/2022 00:00
31,93,01/06/2022 00:00
32,113,01/06/2022 00:00
33,5060,01/06/2022 00:00
34,5416,01/06/2022 00:00
35,164,01/06/2022 00:00
36,164,01/06/2022 00:00
40,1825,01/06/2022 00:00
42,6652,01/06/2022 00:00
43,294,01/06/2022 00:00
44,80,01/06/2022 00:00
20,5880,02/06/2022 00:00
21,442,02/06/2022 00:00
22,244,02/06/2022 00:00
23,202,02/06/2022 00:00
24,5640,02/06/2022 00:00
26,3074,02/06/2022 00:00
27,176,02/06/2022 00:00
28,5000,02/06/2022 00:00
29,138,02/06/2022 00:00
31,87,02/06/2022 00:00
32,118,02/06/2022 00:00
33,4579,02/06/2022 00:00
34,5060,02/06/2022 00:00
35,151,02/06/2022 00:00
36,162,02/06/2022 00:00
40,1832,02/06/2022 00:00
42,6915,02/06/2022 00:00
43,250,02/06/2022 00:00
44,67,02/06/2022 00:00
20,5899,03/06/2022 00:00
21,352,03/06/2022 00:00
22,223,03/06/2022 00:00
23,177,03/06/2022 00:00
24,6166,03/06/2022 00:00
26,3412,03/06/2022 00:00
27,147,03/06/2022 00:00
28,5220,03/06/2022 00:00
29,126,03/06/2022 00:00
31,95,03/06/2022 00:00
32,100,03/06/2022 00:00
33,4332,03/06/2022 00:00
34,4667,03/06/2022 00:00
35,148,03/06/2022 00:00
36,161,03/06/2022 00:00
40,1945,03/06/2022 00:00
42,6775,03/06/2022 00:00
43,224,03/06/2022 00:00
44,62,03/06/2022 00:00
20,4344,04/06/2022 00:00
24,3025,04/06/2022 00:00
26,2251,04/06/2022 00:00
28,4089,04/06/2022 00:00
33,2440,04/06/2022 00:00
34,2637,04/06/2022 00:00
40,1312,04/06/2022 00:00
42,4390,04/06/2022 00:00
20,2075,05/06/2022 00:00
24,1728,05/06/2022 00:00
26,1319,05/06/2022 00:00
28,1661,05/06/2022 00:00
33,1197,05/06/2022 00:00
34,1287,05/06/2022 00:00
40,884,05/06/2022 00:00
42,2207,05/06/2022 00:00
20,2374,06/06/2022 00:00
24,1814,06/06/2022 00:00
26,1436,06/06/2022 00:00
28,1685,06/06/2022 00:00
33,1608,06/06/2022 00:00
34,1574,06/06/2022 00:00
40,994,06/06/2022 00:00
42,2323,06/06/2022 00:00
20,5992,07/06/2022 00:00
21,401,07/06/2022 00:00
22,271,07/06/2022 00:00
23,225,07/06/2022 00:00
24,6554,07/06/2022 00:00
26,2977,07/06/2022 00:00
27,183,07/06/2022 00:00
28,4939,07/06/2022 00:00
29,143,07/06/2022 00:00
31,75,07/06/2022 00:00
32,152,07/06/2022 00:00
33,4342,07/06/2022 00:00
34,4781,07/06/2022 00:00
35,158,07/06/2022 00:00
36,233,07/06/2022 00:00
40,1899,07/06/2022 00:00
42,7062,07/06/2022 00:00
43,281,07/06/2022 00:00
44,90,07/06/2022 00:00
20,5946,08/06/2022 00:00
21,400,08/06/2022 00:00
22,236,08/06/2022 00:00
23,224,08/06/2022 00:00
24,6353,08/06/2022 00:00
26,3144,08/06/2022 00:00
27,195,08/06/2022 00:00
28,4462,08/06/2022 00:00
29,118,08/06/2022 00:00
31,88,08/06/2022 00:00
32,139,08/06/2022 00:00
33,4160,08/06/2022 00:00
34,4366,08/06/2022 00:00
35,180,08/06/2022 00:00
36,199,08/06/2022 00:00
40,1838,08/06/2022 00:00
42,6662,08/06/2022 00:00
43,221,08/06/2022 00:00
44,93,08/06/2022 00:00
20,5971,09/06/2022 00:00
21,371,09/06/2022 00:00
22,258,09/06/2022 00:00
23,235,09/06/2022 00:00
24,6148,09/06/2022 00:00
26,3162,09/06/2022 00:00
27,171,09/06/2022 00:00
28,5106,09/06/2022 00:00
29,112,09/06/2022 00:00
31,76,09/06/2022 00:00
32,113,09/06/2022 00:00
33,4014,09/06/2022 00:00
34,4471,09/06/2022 00:00
35,148,09/06/2022 00:00
36,152,09/06/2022 00:00
40,1885,09/06/2022 00:00
42,6500,09/06/2022 00:00
43,252,09/06/2022 00:00
44,79,09/06/2022 00:00
20,6109,10/06/2022 00:00
21,320,10/06/2022 00:00
22,247,10/06/2022 00:00
23,196,10/06/2022 00:00
24,6709,10/06/2022 00:00
26,3433,10/06/2022 00:00
27,139,10/06/2022 00:00
28,5474,10/06/2022 00:00
29,129,10/06/2022 00:00
31,81,10/06/2022 00:00
32,101,10/06/2022 00:00
33,4081,10/06/2022 00:00
34,4520,10/06/2022 00:00
35,105,10/06/2022 00:00
36,150,10/06/2022 00:00
40,1915,10/06/2022 00:00
42,7301,10/06/2022 00:00
43,202,10/06/2022 00:00
44,69,10/06/2022 00:00
20,4823,11/06/2022 00:00
24,3514,11/06/2022 00:00
26,2388,11/06/2022 00:00
28,4755,11/06/2022 00:00
33,2456,11/06/2022 00:00
34,2601,11/06/2022 00:00
40,1367,11/06/2022 00:00
42,4911,11/06/2022 00:00
20,1927,12/06/2022 00:00
24,1735,12/06/2022 00:00
26,1173,12/06/2022 00:00
28,1342,12/06/2022 00:00
33,983,12/06/2022 00:00
34,1063,12/06/2022 00:00
40,856,12/06/2022 00:00
42,2193,12/06/2022 00:00
20,5367,13/06/2022 00:00
21,279,13/06/2022 00:00
22,237,13/06/2022 00:00
23,176,13/06/2022 00:00
24,5834,13/06/2022 00:00
26,2821,13/06/2022 00:00
27,147,13/06/2022 00:00
28,4678,13/06/2022 00:00
29,103,13/06/2022 00:00
31,64,13/06/2022 00:00
32,105,13/06/2022 00:00
33,3789,13/06/2022 00:00
34,4026,13/06/2022 00:00
35,123,13/06/2022 00:00
36,177,13/06/2022 00:00
40,1763,13/06/2022 00:00
42,6490,13/06/2022 00:00
43,185,13/06/2022 00:00
44,79,13/06/2022 00:00
20,5147,14/06/2022 00:00
21,401,14/06/2022 00:00
22,112,14/06/2022 00:00
23,136,14/06/2022 00:00
24,5658,14/06/2022 00:00
26,3144,14/06/2022 00:00
27,102,14/06/2022 00:00
28,4873,14/06/2022 00:00
29,48,14/06/2022 00:00
31,45,14/06/2022 00:00
32,67,14/06/2022 00:00
33,1455,14/06/2022 00:00
34,2547,14/06/2022 00:00
35,26,14/06/2022 00:00
36,105,14/06/2022 00:00
40,1727,14/06/2022 00:00
42,3725,14/06/2022 00:00
43,127,14/06/2022 00:00
44,38,14/06/2022 00:00
20,5498,15/06/2022 00:00
21,277,15/06/2022 00:00
22,275,15/06/2022 00:00
23,196,15/06/2022 00:00
24,5833,15/06/2022 00:00
26,3339,15/06/2022 00:00
27,139,15/06/2022 00:00
28,4790,15/06/2022 00:00
29,117,15/06/2022 00:00
31,69,15/06/2022 00:00
32,97,15/06/2022 00:00
33,3984,15/06/2022 00:00
34,4123,15/06/2022 00:00
35,117,15/06/2022 00:00
36,126,15/06/2022 00:00
40,1725,15/06/2022 00:00
42,6744,15/06/2022 00:00
43,248,15/06/2022 00:00
44,78,15/06/2022 00:00
20,5114,16/06/2022 00:00
21,330,16/06/2022 00:00
22,207,16/06/2022 00:00
23,203,16/06/2022 00:00
24,5509,16/06/2022 00:00
26,3191,16/06/2022 00:00
27,129,16/06/2022 00:00
28,4816,16/06/2022 00:00
29,102,16/06/2022 00:00
31,53,16/06/2022 00:00
32,79,16/06/2022 00:00
33,3688,16/06/2022 00:00
34,3868,16/06/2022 00:00
35,122,16/06/2022 00:00
36,119,16/06/2022 00:00
40,1627,16/06/2022 00:00
42,6528,16/06/2022 00:00
43,212,16/06/2022 00:00
44,54,16/06/2022 00:00
20,5591,17/06/2022 00:00
21,284,17/06/2022 00:00
22,209,17/06/2022 00:00
23,134,17/06/2022 00:00
24,6293,17/06/2022 00:00
26,3770,17/06/2022 00:00
27,126,17/06/2022 00:00
28,5230,17/06/2022 00:00
29,98,17/06/2022 00:00
31,66,17/06/2022 00:00
32,79,17/06/2022 00:00
33,4020,17/06/2022 00:00
34,4083,17/06/2022 00:00
35,117,17/06/2022 00:00
36,106,17/06/2022 00:00
40,2015,17/06/2022 00:00
42,6859,17/06/2022 00:00
43,196,17/06/2022 00:00
44,44,17/06/2022 00:00
20,4892,18/06/2022 00:00
24,3363,18/06/2022 00:00
26,2411,18/06/2022 00:00
28,4072,18/06/2022 00:00
33,1323,18/06/2022 00:00
34,1307,18/06/2022 00:00
40,1345,18/06/2022 00:00
42,5107,18/06/2022 00:00
20,2137,19/06/2022 00:00
24,2107,19/06/2022 00:00
26,1815,19/06/2022 00:00
28,1687,19/06/2022 00:00
33,959,19/06/2022 00:00
34,1031,19/06/2022 00:00
40,975,19/06/2022 00:00
42,2800,19/06/2022 00:00
20,4680,20/06/2022 00:00
21,231,20/06/2022 00:00
22,232,20/06/2022 00:00
23,192,20/06/2022 00:00
24,4889,20/06/2022 00:00
26,3221,20/06/2022 00:00
27,154,20/06/2022 00:00
28,4425,20/06/2022 00:00
29,112,20/06/2022 00:00
31,51,20/06/2022 00:00
32,79,20/06/2022 00:00
33,3292,20/06/2022 00:00
34,3493,20/06/2022 00:00
35,100,20/06/2022 00:00
36,115,20/06/2022 00:00
40,1551,20/06/2022 00:00
42,6358,20/06/2022 00:00
43,208,20/06/2022 00:00
44,59,20/06/2022 00:00
20,4775,21/06/2022 00:00
21,300,21/06/2022 00:00
22,188,21/06/2022 00:00
23,178,21/06/2022 00:00
24,5255,21/06/2022 00:00
26,2968,21/06/2022 00:00
27,159,21/06/2022 00:00
28,4504,21/06/2022 00:00
29,104,21/06/2022 00:00
31,62,21/06/2022 00:00
32,108,21/06/2022 00:00
33,3751,21/06/2022 00:00
34,3654,21/06/2022 00:00
35,134,21/06/2022 00:00
36,126,21/06/2022 00:00
40,1606,21/06/2022 00:00
42,6214,21/06/2022 00:00
43,216,21/06/2022 00:00
44,62,21/06/2022 00:00
20,5251,22/06/2022 00:00
21,249,22/06/2022 00:00
22,209,22/06/2022 00:00
23,185,22/06/2022 00:00
24,5498,22/06/2022 00:00
26,3029,22/06/2022 00:00
27,140,22/06/2022 00:00
28,4779,22/06/2022 00:00
29,125,22/06/2022 00:00
31,64,22/06/2022 00:00
32,94,22/06/2022 00:00
33,3409,22/06/2022 00:00
34,3567,22/06/2022 00:00
35,111,22/06/2022 00:00
36,105,22/06/2022 00:00
40,1586,22/06/2022 00:00
42,6397,22/06/2022 00:00
43,213,22/06/2022 00:00
44,75,22/06/2022 00:00
20,4319,23/06/2022 00:00
21,233,23/06/2022 00:00
22,197,23/06/2022 00:00
23,158,23/06/2022 00:00
24,4676,23/06/2022 00:00
26,2524,23/06/2022 00:00
27,146,23/06/2022 00:00
28,4329,23/06/2022 00:00
29,95,23/06/2022 00:00
31,57,23/06/2022 00:00
32,96,23/06/2022 00:00
33,3089,23/06/2022 00:00
34,3349,23/06/2022 00:00
35,109,23/06/2022 00:00
36,107,23/06/2022 00:00
40,1385,23/06/2022 00:00
42,5644,23/06/2022 00:00
43,173,23/06/2022 00:00
44,42,23/06/2022 00:00
20,4247,24/06/2022 00:00
21,219,24/06/2022 00:00
22,162,24/06/2022 00:00
23,127,24/06/2022 00:00
24,4239,24/06/2022 00:00
26,3192,24/06/2022 00:00
27,117,24/06/2022 00:00
28,4364,24/06/2022 00:00
29,78,24/06/2022 00:00
31,42,24/06/2022 00:00
32,64,24/06/2022 00:00
33,3135,24/06/2022 00:00
34,3226,24/06/2022 00:00
35,91,24/06/2022 00:00
36,85,24/06/2022 00:00
40,1590,24/06/2022 00:00
42,5803,24/06/2022 00:00
43,150,24/06/2022 00:00
44,37,24/06/2022 00:00
20,3468,25/06/2022 00:00
24,2528,25/06/2022 00:00
26,2722,25/06/2022 00:00
28,3789,25/06/2022 00:00
33,1919,25/06/2022 00:00
34,2063,25/06/2022 00:00
40,1024,25/06/2022 00:00
42,3939,25/06/2022 00:00
20,1913,26/06/2022 00:00
24,1594,26/06/2022 00:00
26,1792,26/06/2022 00:00
28,1500,26/06/2022 00:00
33,1177,26/06/2022 00:00
34,1181,26/06/2022 00:00
40,840,26/06/2022 00:00
42,2483,26/06/2022 00:00
20,4123,27/06/2022 00:00
21,86,27/06/2022 00:00
22,130,27/06/2022 00:00
23,88,27/06/2022 00:00
24,3134,27/06/2022 00:00
26,2986,27/06/2022 00:00
27,80,27/06/2022 00:00
28,3534,27/06/2022 00:00
29,71,27/06/2022 00:00
32,77,27/06/2022 00:00
33,3181,27/06/2022 00:00
34,3335,27/06/2022 00:00
35,74,27/06/2022 00:00
36,41,27/06/2022 00:00
40,1153,27/06/2022 00:00
42,4307,27/06/2022 00:00
43,87,27/06/2022 00:00
44,37,27/06/2022 00:00
20,4019,28/06/2022 00:00
21,123,28/06/2022 00:00
22,113,28/06/2022 00:00
23,107,28/06/2022 00:00
